Year,Provider ID,Name,Street Address,City,State,ZIP Code,HRR,Hospice Beneficiaries,Total Days,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,Total Charge Amount,Percent RHC Days,Physician Services,Home Health Visit Hours per Day,Skilled Nursing Visit Hours per Day,Social Service Visit Hours per Day,Total Live Discharges,Hospice beneficiaries with 7 or fewer hospice care days,Hospice beneficiaries with more than 60 hospice care days,Hospice beneficiaries with more than 180 hospice care days,Home Health Visit Hours per Day During Week Prior to Death,Skilled Nursing Visit Hours per Day During Week Prior to Death,Social Service Visit Hours per Day During Week Prior to Death,Average Age,Male hospice beneficiaries,Female hospice beneficiaries,White hospice beneficiaries,Black hospice beneficiaries,Asian hospice beneficiaries,Hispanic hospice beneficiaries,Other/unknown race hospice beneficiaries,Medicare Advantage hospice beneficiaries,Medicaid Eligible hospice beneficiaries,Hospice beneficiaries with a primary diagnosis of cancer,Hospice beneficiaries with a primary diagnosis of dementia,Hospice beneficiaries with a primary diagnosis of stroke,Hospice beneficiaries with a primary diagnosis of circulatory/heart disease,Hospice beneficiaries with a primary diagnosis of respiratory disease,Hospice beneficiaries with other primary diagnoses ,Site-of-service Home hospice beneficiaries,Site-of-service Assisted Living Facility hospice beneficiaries,Site-of-service Long-term-care or non-skilled Nursing Facility hospice beneficiaries,Site-of-service Skilled Nursing Facility hospice beneficiaries,Site-of-service Inpatient Hospital hospice beneficiaries,Site-of-service Inpatient Hospice hospice beneficiaries,Site-of-service Other Facility hospice beneficiaries
2015,111576,COMMUNITY HOSPICE,904 MOUNT VERNON ROAD,VIDALIA,GA,30474,GA - Savannah,290,24426,4420861.26,5102658.32,6323169.46,90,968,0.49,0.26,0.04,21,68,106,49,1.04,0.81,0.08,79,120,170,247,41,0,,,71,79,99,43,29,46,33,40,139,,40,0,,102,
2015,111574,"HOSPICE OF SOUTH GEORGIA, INC",1625 SUNSET BLVD,JESUP,GA,31545,GA - Savannah,152,12421,1788222.78,2072500.29,3358312.42,97,0,0.7,0.18,0.05,,30,61,22,0.64,0.65,0.13,79,69,83,131,19,0,,,25,45,36,32,12,27,23,22,97,0,0,28,27,0,0
2015,111572,UNITED HOSPICE INC- SWAINSBORO,667 S MAIN STREET,SWAINSBORO,GA,30401,GA - Augusta,415,36888,5125405.48,5853203.04,7435151.43,99,0,0.36,0.22,0.03,48,92,173,82,0.34,0.86,0.09,82,148,267,306,105,0,,,113,192,81,82,51,74,55,72,177,14,132,62,29,,
2015,111571,PRUITTHEALTH HOSPICE-VALDOSTA,407 COWART AVENUE,VALDOSTA,GA,31602,FL - Tallahassee,260,28344,3823776.32,4432144.38,5301877.85,100,0,0.34,0.17,0.03,21,46,117,69,0.22,0.75,0.04,80,91,169,192,66,0,,,48,158,45,61,33,22,33,66,116,,104,32,0,0,
2015,111703,"HEARTLITE HOSPICE ELLIJAY, INC",163 DALTON STREET,ELLIJAY,GA,30540,GA - Atlanta,120,13945,1897859.06,2189987.43,3101027.95,100,0,0.3,0.22,0.03,22,,56,33,0.43,0.92,0.09,80,58,62,118,,0,0,,37,20,38,19,,28,21,,103,,,0,,0,0
2015,111569,"HOSPICE CARE OPTIONS, INC.",486 NEW STREET,MACON,GA,31201,GA - Macon,421,37908,5399062.57,6123903.48,9997316.17,99,0,0.26,0.26,0.03,36,69,172,77,0.24,1.01,0.07,80,183,238,327,89,0,,,118,91,138,75,24,72,64,48,306,14,62,0,39,0,0
2015,111568,HEARTLAND HOSPICE SERVICES,827 FAIRWAYS COURT SUITE 200,STOCKBRIDGE,GA,30281,GA - Atlanta,403,45190,6914350.47,7167089.35,11308612.65,99,0,0.46,0.2,0.05,86,50,195,105,0.41,0.75,0.14,80,160,243,219,166,,,,147,118,94,103,51,74,30,51,233,48,91,,15,,0
2015,111560,GENTIVA HOSPICE,100 BROOKSTONE CENTRE PARKWAY,COLUMBUS,GA,31904,GA - Columbus,667,54025,8463464.97,9605709.68,12957634.49,96,1648,0.29,0.23,0.04,112,159,252,105,0.44,0.71,0.05,80,273,394,422,228,,12,,185,152,159,130,49,179,90,60,335,54,95,,,171,0
2015,111559,GENTIVA HOSPICE,319 MARGIE DRIVE,WARNER ROBINS,GA,31088,GA - Macon,221,25294,3544308.02,3993987.19,5042891.3,100,0,0.35,0.21,0.04,34,12,114,56,0.35,0.87,0.1,81,90,131,140,78,,,0,47,66,48,54,22,49,26,22,142,18,50,,,0,
2015,111558,GENTIVA HOSPICE,"2302 PARKLAKE DRIVE NE, SUITE 150",ATLANTA,GA,30345,GA - Atlanta,243,20934,3182066.76,3305617.64,4510013.56,98,0,0.37,0.22,0.04,31,31,113,36,0.33,0.52,0.08,83,102,141,161,75,,,,72,40,58,62,33,44,23,23,145,43,41,,0,,
2015,111698,COMPASSUS-SAVANNAH,310 COMMERCIAL DRIVE SUITE A,SAVANNAH,GA,31406,GA - Savannah,217,29717,4275882.89,4673748.43,7834336.02,99,,0.39,0.2,0.03,57,19,137,72,0.41,0.87,0.08,82,75,142,135,75,,,,71,58,26,78,20,49,19,25,173,23,0,19,,0,
2015,111556,GENTIVA HOSPICE,432 EAST SHOTWELL STREET,BAINBRIDGE,GA,39819,FL - Tallahassee,322,26856,3673965.12,4257836.21,5193221.32,99,0,0.25,0.21,0.04,37,53,132,53,0.24,0.65,0.08,81,141,181,238,80,0,,,72,84,89,62,34,64,43,30,237,,,70,,0,
2015,111553,VITAS HEALTHCARE CORPORATION OF GEORGIA,"1575 NORTHSIDE DRIVE, SUITE 375",ATLANTA,GA,30318,GA - Atlanta,1063,82901,15117422.27,15653620.35,32322310.94,94,1968,0.69,0.85,0.04,158,252,371,169,2.09,5.08,0.12,79,464,599,632,372,22,26,11,395,139,283,92,179,179,179,151,638,150,44,,,215,0
2015,111658,"BETHANY HOSPICE OF COASTAL GEROGIA, LLC",8395 US HIGHWAY 301 NORTH,CLAXTON,GA,30417,GA - Savannah,48,3629,510941.99,571020.32,813964.68,100,0,0.41,0.23,0.05,19,,20,,0.47,0.81,0.09,80,24,24,37,11,0,0,0,14,16,,12,,,,,41,,0,,,0,0
2015,111548,PRUITTHEALTH HOSPICE-CALHOUN,308 NORTH WALL STREET,CALHOUN,GA,30701,GA - Rome,181,21396,3076035,3359497.33,4307719.22,100,0,0.27,0.16,0.03,13,19,95,51,0.26,0.63,0.04,79,80,101,167,13,0,,,29,114,24,44,20,45,22,26,64,0,70,46,0,,
2015,111545,PRUITTHEALTH HOSPICE-MACON,6060 LAKESIDE COMMONS DRIVE,MACON,GA,31210,GA - Macon,281,23312,3436086.1,3755482.38,4956537.26,99,0,0.36,0.23,0.04,31,71,101,51,0.23,0.76,0.08,79,145,136,185,95,0,,,68,103,53,42,19,39,47,81,100,,57,78,43,0,
2015,111544,GENTIVA HOSPICE,3101 TOWERCREEK PKWY SE SUITE 225,ATLANTA,GA,30339,GA - Atlanta,529,49197,7519162.36,7801457.4,10452750.94,99,15,0.34,0.21,0.04,55,62,223,102,0.28,0.84,0.08,83,194,335,437,75,,,,160,76,112,129,51,112,60,65,312,118,62,28,0,,
2015,111543,BLUE-GRAY COMMUNITY HOSPICE,815 SOUTH MAIN ST,FITZGERALD,GA,31750,GA - Macon,41,2055,274218.6,317843.84,384434.08,99,0,0.37,0.27,0.04,,,,,0.37,0.72,0.06,80,20,21,30,,0,0,,12,,12,,,,,,35,0,0,,0,0,
2015,111542,COLQUITT REGIONAL HOSPICE,2516 5TH AVE. SE,MOULTRIE,GA,31768,FL - Tallahassee,93,6276,838365.77,971867.25,1708325.07,100,0,0.58,0.25,0.07,,21,30,12,0.41,0.65,0.11,80,48,45,78,13,0,,,25,20,33,20,,,,15,93,0,0,0,0,0,0
2015,111537,PHOEBE SUMTER HOSPICE,126 EAST FURLOW STREET,AMERICUS,GA,31709,GA - Albany,159,9422,1391222.76,1605613.42,1836459.78,97,0,0.31,0.23,0.04,,64,42,17,0.15,0.88,0.1,81,66,93,116,42,0,,,44,49,48,0,15,26,24,46,68,15,17,0,59,0,0
2015,111663,"ISLAND HOSPICE, INC",1000 TOWNE CENTR BLVD SUITE 303,POOLER,GA,31322,GA - Savannah,79,7943,1143139.9,1244818.54,2070073.3,100,0,0.26,0.27,0.07,11,,37,17,0.25,0.86,0.07,84,29,50,54,24,0,,,25,,15,31,,12,,11,70,,0,,0,0,0
2015,111661,SERENITY HOSPICE,"23 EASTBROOK BEND, STE  205",PEACHTREE CITY,GA,30269,GA - Atlanta,223,25890,3750036.03,4123896.65,8663392.36,99,30,0.23,0.18,0.04,73,17,140,57,0.29,0.89,0.08,80,78,145,137,78,,,,78,40,37,48,26,54,35,23,199,15,0,,0,,0
2015,111535,"OGEECHEE AREA HOSPICE, INC.",200 DONEHOO STREET,STATESBORO,GA,30458,GA - Savannah,502,23583,4215217.06,4836046.38,8254655.86,91,2186,0.33,0.28,0.05,17,185,102,41,0.4,0.64,0.08,80,216,286,431,69,,0,,121,105,146,57,39,83,75,102,188,14,43,0,16,200,41
2015,111533,PRUITTHEALTH HOSPICE-ATLANTA,5365 OAKBROOK PARKWAY,NORCROSS,GA,30093,GA - Atlanta,619,24898,4655487.41,4820700.84,7702937.45,93,756,0.32,0.27,0.04,63,228,123,32,0.6,0.66,0.07,81,224,395,423,148,,23,,187,213,158,66,103,182,41,69,158,,98,111,0,251,
2015,111532,"GEORGIA MOUNTAIN HOSPICE, INC.",70 CARING WAY,JASPER,GA,30143,GA - Atlanta,163,12010,1750420.9,1888746.33,2771726.79,100,0,0.28,0.35,0.03,14,36,59,21,0.27,1.1,0.06,79,86,77,159,,,0,,39,28,59,26,11,27,20,20,124,18,20,0,,0,
2015,111665,AMEDISYS HOSPICE OF LAWRENCEVILLE,"595 HURRICANE SHOALS ROAD,  NW SUITE 201",LAWRENCEVILLE,GA,30046,GA - Atlanta,212,18954,2928015.49,3039704.16,5273329.02,99,0,0.37,0.29,0.05,36,25,78,38,0.3,0.76,0.16,81,75,137,152,47,,,,71,24,48,46,17,50,34,17,197,13,0,0,0,,
2015,111531,HOSPICE OF SOUTH GEORGIA,2263 PINE VIEW DRIVE,VALDOSTA,GA,31602,FL - Tallahassee,339,19926,2898826.39,3351396.99,7007814.12,94,189,0.85,1.46,0.07,18,99,83,37,0.76,3.08,0.16,80,146,193,273,60,,,,78,50,112,45,32,60,36,54,181,21,13,0,0,124,0
2015,111530,ABBEY HOSPICE,215 AZALEA COURT,SOCIAL CIRCLE,GA,30025,GA - Atlanta,574,36928,6659400.28,6924906.09,19333840.78,94,529,0.59,0.4,0.02,29,162,162,73,1.76,1.84,0.06,81,228,346,481,87,,,,156,111,154,150,41,117,60,52,240,80,11,70,,169,
2015,111675,GENTIVA HOSPICE,2525 HWY 34 EAST,NEWNAN,GA,30265,GA - Atlanta,432,31526,4858080.8,5045548.02,6523561.54,99,51,0.29,0.2,0.03,27,143,145,65,0.3,0.64,0.11,81,191,241,367,58,,,,99,44,80,92,25,74,118,43,237,77,21,,92,0,
2015,111528,GENTIVA HOSPICE,216 BUSINESS CENTER DRIVE,STOCKBRIDGE,GA,30281,GA - Atlanta,276,23673,3673162.23,3803624.88,5551418.65,98,0,0.31,0.22,0.03,46,48,107,48,0.33,0.63,0.09,79,110,166,126,133,,,,88,48,66,64,28,56,30,32,217,15,11,,28,,0
2015,111525,SAINT MARY'S HOSPICE SERVICES,1021 JAMESTOWN BLVD SUITE 215,WATKINSVILLE,GA,30677,GA - Atlanta,452,27403,4396195.85,4705830.21,8197310.3,95,426,0.26,1.24,0.04,44,141,126,47,0.43,3.78,0.08,80,195,257,376,68,,,,119,39,103,85,41,104,63,56,276,32,0,,,126,11
2015,111522,"HOSPICE OF LAURENS COUNTY, INC",205 NORTH FRANKLIN STREET,DUBLIN,GA,31021,GA - Macon,13,1073,146458.26,169732.99,241843.13,99,0,0.15,0.16,0,,,,,0.06,0.19,0,75,,,11,,0,0,,,,,,,,,,13,0,0,0,0,0,0
2015,111521,HOSPICE OF SOUTHWEST GEORGIA,114 A MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,265,12978,1755989.9,2035586.12,2803406.83,100,0,0.18,0.27,0.02,30,76,66,18,0.19,0.61,0.05,79,129,136,168,94,0,,,72,82,102,40,22,55,13,33,199,,58,0,0,0,
2015,111677,PRUITTHEALTH HOSPICE-UNION CITY,7345 RED OAK ROAD BUILDING 25,UNION CITY,GA,30291,GA - Atlanta,146,11033,1669471.5,1730295.99,2466683.84,100,0,0.43,0.28,0.04,14,36,57,24,0.34,0.92,0.08,83,46,100,89,53,,,,24,96,21,30,15,36,11,33,63,,56,21,0,0,
2015,111520,HOSPICE OF TIFT AREA,618 NORTH CENTRAL AVENUE,TIFTON,GA,31794,FL - Tallahassee,321,24145,3353838.35,3872844.42,8738695.06,99,0,0.3,0.18,0.03,21,69,112,47,0.32,0.59,0.05,80,142,179,265,51,,,,88,76,89,44,34,66,45,43,203,32,48,,36,0,
2015,111517,HOSPICE SATILLA OF MEM HOSP,808 EVERGREEN WAY,WAYCROSS,GA,31501,FL - Jacksonville,250,7481,1300112.44,1498670.42,2216194.19,90,0,0.17,0.41,0.03,14,89,28,,0.15,0.9,0.04,78,129,121,214,35,0,,,62,57,99,23,18,44,40,26,149,0,0,20,0,81,0
2015,111515,TRINITY HOME SERVICES,1501 ANTHONY ROAD,AUGUSTA,GA,30904,GA - Augusta,235,13504,2004003.76,2127190.67,2629595.55,99,0,0.19,0.18,0.03,23,54,63,24,0.21,0.51,0.04,79,89,146,162,68,,,0,68,17,108,24,11,33,25,34,218,,,0,,0,0
2015,111514,HOSPICE OF NORTHEAST GA MC,2150 LIMESTONE PARKWAY,GAINESVILLE,GA,30501,GA - Atlanta,1021,53435,8443748.91,9131315.78,16055913.17,97,68,0.3,0.39,0.07,44,383,254,94,0.2,1.64,0.16,80,458,563,953,40,,15,,288,150,304,131,94,144,150,198,545,64,102,0,310,0,0
2015,111687,AMEDISYS HOSPICE CARE OF CARTERSVILLE,12 FELTON PLACE SUITE B,CARTERSVILLE,GA,30120,GA - Atlanta,347,23317,3574144.84,3809351.61,6954040.85,98,157,0.3,0.35,0.07,35,86,113,43,0.26,1.28,0.24,80,147,200,308,28,0,,,90,38,82,68,25,68,74,30,259,26,,0,61,0,
2015,111513,HEARTH HOSPICE,"11638 HIGHWAY 27, SUITE 6",SUMMERVILLE,GA,30747,GA - Rome,103,5375,774378,847047.78,1849230.7,99,0,0.3,0.35,0.04,11,,25,,0.39,0.82,0.06,78,46,57,101,,0,0,,29,,38,15,,22,,13,95,0,0,,,0,0
2015,111512,"COLUMBUS HOSPICE, INC.",7020 MOON ROAD,COLUMBUS,GA,31909,GA - Columbus,778,66122,11001062.71,12443281.96,15233650.96,94,2361,0.39,0.3,0.05,45,198,279,147,0.37,1.62,0.11,80,315,463,560,200,,,,188,138,197,90,77,159,123,132,369,53,97,0,,254,
2015,111511,"HEART OF GEORGIA HOSPICE, INC",103 WESTRIDGE DRIVE,WARNER ROBINS,GA,31088,GA - Macon,293,8900,1919572.25,2198411.8,4966696.37,84,1081,0.26,0.71,0.04,14,116,40,12,0.14,1.47,0.06,80,130,163,232,57,0,,,46,52,99,28,39,53,41,33,119,,20,0,,146,
2015,111508,HOSPICE ATLANTA,1244 PARK VISTA DR.,ATLANTA,GA,30319,GA - Atlanta,1507,59452,10858535.64,11235971.11,20261844.7,94,2435,0.4,0.19,0.06,118,714,261,99,0.73,0.4,0.1,79,636,871,912,531,21,22,21,506,147,551,100,138,272,180,266,684,21,0,21,545,187,49
2015,111507,WELLSTAR COMMUNITY HOSPICE,4040 HOSPITAL WEST DRIVE,AUSTELL,GA,30106,GA - Atlanta,1663,58816,13047485.98,13488725.64,37295488.05,86,2488,0.41,0.48,0.03,113,664,255,88,0.78,1.16,0.02,80,693,970,1389,231,,23,,422,246,504,123,192,287,262,295,664,21,0,92,0,865,21
2015,111692,AMITY CARE,"7961 HIGHWAY 92, SUITE 200",WOODSTOCK,GA,30189,GA - Atlanta,124,16096,2449408.75,2539025.17,3460331.82,100,0,0.76,0.22,0.03,27,,77,37,0.74,2.19,0.04,86,32,92,106,16,,,0,20,,16,50,15,29,,,36,76,0,,0,,
2015,111506,LIFE CHOICE HOSPICE,"106 PEARL DRIVE, SUITE 107",LA FAYETTE,GA,30728,TN - Chattanooga,318,28149,4091921.84,4443083.56,5867878.91,99,0,0.35,0.15,0.02,59,51,134,52,0.32,0.41,0.04,80,137,181,305,11,0,,,74,77,61,60,20,92,50,35,196,26,83,,11,0,
2015,111505,HOSPICE OF THE GOLDEN ISLES,1692 GLYNCO PARKWAY,BRUNSWICK,GA,31525,FL - Jacksonville,478,29131,4602449.3,5149727.15,12510431.92,95,631,2.15,2.48,0.02,21,140,128,54,1.53,3.14,0.05,80,214,264,409,54,,,,92,83,136,87,54,64,49,88,225,,78,,12,112,41
2015,111504,"HOSPICE SAVANNAH, INC.",1674 CHATHAM PARKWAY,SAVANNAH,GA,31405,GA - Savannah,980,55174,9081537.43,9863718.11,26187173.61,95,1466,0.35,0.23,0.06,66,297,264,91,0.29,0.45,0.13,80,432,548,707,257,,,,287,159,341,113,75,121,122,208,708,0,0,0,0,272,0
2015,111500,HAMILTON MEDICAL CENTER- HOSPICE,1275 ELKWOOD DRIVE,DALTON,GA,30720,GA - Atlanta,253,11183,1871889.5,2093269.76,3230890,94,0,0.16,0.19,0.02,16,98,48,20,0.16,0.43,0.03,79,133,120,244,,,,,32,55,64,24,24,50,40,51,112,,27,11,87,,0
2015,111730,COMPASSUS-COLUMBUS,5651 WHITESVILLE ROAD SUITE 110,COLUMBUS,GA,31904,GA - Columbus,99,12055,1662104.29,1891882.12,3202987.42,100,0,0.34,0.14,0.05,26,,51,27,0.33,0.49,0.1,79,46,53,60,36,0,,,24,19,11,15,,42,20,,74,20,0,,0,0,
2015,111627,COMPASSUS-KENNESAW,300 CHASTAIN CENTER BLVD SUITE 345,KENNESAW,GA,30144,GA - Atlanta,186,15841,2420893.25,2517559.9,4724120.16,99,0,0.39,0.34,0.05,14,24,87,29,0.38,1,0.08,82,65,121,172,,,,,34,47,30,64,,35,,27,101,51,0,34,0,0,0
2015,111725,"ANGELLE'S HOSPICE AND PALLIATIVE CARE, INC",2030 AVALON PARKWAY SUITE 435,MCDONOUGH,GA,30253,GA - Atlanta,68,8553,1279773.88,1336588.17,2965421.08,100,0,0.35,0.13,0.02,39,,43,16,0.26,0.18,0,76,29,39,32,35,,0,,33,16,,21,,14,13,,68,0,0,0,0,0,0
2015,111640,SEASONS HOSPICE & PALLIATIVE CARE,5775 PEACHTREE DUNWOODY ROAD NE SUITE C-120,ATLANTA,GA,30342,GA - Atlanta,170,16805,2640547.2,2733817.81,3729633.92,99,133,0.47,0.24,0.05,48,16,85,32,0.32,1.04,0.15,85,67,103,140,25,,,0,50,,21,37,12,52,16,32,92,74,,0,0,,0
2015,111646,"PROVIDENCE HOSPICE, INC",100 CORPORATE CENTER DRIVE  LOWER LEVEL,STOCKBRIDGE,GA,30281,GA - Atlanta,152,18755,2847979.07,2950864.74,7837406,99,0,0.5,0.2,0.02,46,,90,44,0.71,0.81,0.04,78,68,84,60,88,,,,77,37,24,39,13,42,17,17,148,0,0,,0,0,
2015,111710,HOSPICE PROFESSIONALS OF METRO ATLANTA,"5725 BUFORD HWY, SUITE 214",DORAVILLE,GA,30340,GA - Atlanta,26,2758,416174.3,429836.21,972482.43,100,0,0.58,0.13,0.02,,,17,,0.53,0.3,0.03,85,,,16,,0,,0,11,0,0,16,,,,,26,0,0,0,0,0,0
2015,111690,"AFFINIS HOSPICE, LLC",507 NORTH JEFFERSON STREET,ALBANY,GA,31702,GA - Albany,122,13365,1872445.11,2094229.57,4812391.91,100,0,0.32,0.2,0.05,28,15,64,30,0.36,0.75,0.14,80,47,75,80,42,0,0,0,41,21,19,40,,26,15,,99,,,15,0,0,0
2015,111635,MESUN,88 JOHNSON ROAD,LAWRENCEVILLE,GA,30045,GA - Atlanta,130,8351,1529321.63,1584096.9,2014174.88,92,79,0.23,0.26,0.01,18,38,37,16,0.23,0.86,0.02,79,62,68,42,19,63,,,49,37,43,19,18,16,11,23,84,0,0,0,0,46,0
2015,111724,HOMESTEAD HOSPICE & PALLIATIVE CARE,"772 GREISON TRAIL, SUITE H",NEWNAN,GA,30263,GA - Atlanta,178,17579,2657174.34,2793026.35,6423362.57,99,12,0.41,0.16,0.03,24,20,75,36,0.32,0.72,0.05,80,71,107,111,65,0,,,54,37,47,47,13,42,13,16,143,14,0,21,0,0,0
2015,111722,"ST JOSEPH HOSPICE, LLC",1220 GEORGE C WILSON DRIVE,AUGUSTA,GA,30909,GA - Augusta,59,7390,1111600.22,1174577.6,1824926.23,100,16,0.36,0.2,0.07,,,31,17,0.27,0.94,0.14,80,25,34,40,17,,,0,15,12,18,,,15,,,43,,0,,,0,0
2015,111637,REGENCY SOUTHERNCARE,2924 PROFESSIONAL PARKWAY,AUGUSTA,GA,30907,GA - Augusta,904,88458,12940855.47,14052324.12,18131517.15,99,62,0.33,0.22,0.04,110,148,333,190,0.31,0.64,0.07,81,375,529,722,168,,,,264,152,163,293,58,178,135,77,597,165,57,19,65,,
2015,111631,"ALLIANCE HOSPICE, LLC","3685 OLD PETERSBURG ROAD, SUITE 145",AUGUSTA,GA,30907,GA - Augusta,209,16605,2473420.53,2665328.65,3516865.43,99,0,0.22,0.16,0.01,30,57,76,38,0.23,0.65,0.04,81,71,138,144,64,0,,,71,57,45,65,15,33,25,26,102,,0,68,33,0,
2015,111633,DYNAMIC HOSPICE,"2799 LAWRENCEVILLE HWY, SUITE 106",DECATUR,GA,30033,GA - Atlanta,66,8278,1242483.32,1296803.63,2059235.98,99,0,0.52,0.21,0.03,20,,40,17,0.98,0.86,0.01,75,27,39,26,38,0,,,29,16,,,,24,,11,65,0,0,,0,0,
2015,111626,MEDICAL SERVICES OF AMERICA HOSPICE,"4314 BELAIR FRONTAGE RD, SUITE E",AUGUSTA,GA,30909,GA - Augusta,57,4461,659013.19,697971.78,916469.58,99,0,0.26,0.17,0,11,,23,,0.21,0.46,0,81,18,39,47,,0,,0,19,,22,12,,,,,49,,0,,0,0,0
2015,111652,"HEARTLITE HOSPICE CARE, INC","1011 ABUTMENT ROAD, SUITE 108",DALTON,GA,30721,GA - Atlanta,147,15573,2216699.44,2439586.48,3686486.86,100,0,0.34,0.24,0.03,42,23,71,31,0.52,1.22,0.11,80,65,82,145,,0,,0,31,21,47,29,,32,23,,121,18,,0,0,0,
2015,111614,"HERITAGE HOSPICE, INC",3315 HILLTOP DRIVE,MARIETTA,GA,30066,GA - Atlanta,264,17379,3085745.96,3194373.26,5622472.63,95,136,0.47,0.42,0.06,36,90,80,34,1.29,1.69,0.09,81,110,154,221,39,0,,,79,21,76,55,17,33,43,40,156,0,,0,0,107,
2015,121508,"BRISTOL HOSPICE - HAWAII, LLC","500 ALA MOANA BOULEVARD, SUITE 4-545 AND 547",HONOLULU,HI,96813,HI - Honolulu,598,50135,9158382.88,7841953.9,13046431.94,100,0,0.22,0.28,0.04,74,117,231,99,0.2,0.67,0.1,87,243,355,100,,402,,60,316,213,91,187,138,85,26,71,283,26,263,26,0,0,0
2015,121507,KAUAI HOSPICE,4457 PAHE'E STREET,LIHUE,HI,96766,HI - Honolulu,181,8897,1484361.87,1404378.32,2573314.79,100,0,0.14,0.26,0.05,,47,39,14,0.28,0.85,0.07,82,80,101,84,,71,,18,68,30,61,18,,35,,47,131,14,31,,,0,
2015,121505,HOSPICE OF KONA,"75-5925 WALUA ROAD, SUITE 101",KAILUA KONA,HI,96740,HI - Honolulu,191,16189,2679147.95,2534284.63,5573867.83,100,0,0.23,0.25,0.04,15,36,73,34,0.27,0.79,0.11,82,102,89,110,,61,,16,85,52,65,16,46,28,17,,172,,,,0,,13
2015,121504,HOSPICE MAUI,400 MAHALANI STREET,WAILUKU,HI,96793,HI - Honolulu,318,18449,3061399.87,2904752.39,4698466.63,100,88,0.25,0.28,0.06,32,66,99,25,0.28,0.82,0.1,85,140,178,138,,138,,30,195,66,86,77,27,63,20,45,252,,64,,0,0,
2015,121503,HOSPICE OF HILO,1011 WAIANUENUE AVENUE,HILO,HI,96720,HI - Honolulu,382,22687,3823623.77,3617973.79,8551394.96,100,242,0.23,0.26,0.06,32,79,120,35,0.41,0.81,0.11,82,172,210,140,,173,,41,179,137,120,28,75,54,35,70,335,,14,,,,21
2015,121500,ST FRANCIS HOSPICE,24 PUIWA ROAD,HONOLULU,HI,96817,HI - Honolulu,1082,72949,13399931.85,11484055.49,19697820.82,99,175,0.1,0.19,0.04,75,252,347,132,0.1,0.37,0.08,85,463,619,229,,684,,111,619,206,369,113,84,107,80,329,1072,,,,0,,
2015,121509,ISLANDS HOSPICE,1301 YOUNG ST,HONOLULU,HI,96814,HI - Honolulu,1852,118721,21656245.97,18682878.49,27739437.63,100,235,0.28,0.21,0.04,139,444,568,200,0.3,0.55,0.08,84,774,1078,383,11,1193,82,183,966,491,530,434,328,226,109,225,1225,19,76,413,0,57,62
2015,121501,HOSPICE HAWAII,860 IWILEI RD,HONOLULU,HI,96817,HI - Honolulu,614,39489,7192836.68,6185684.21,13987801.74,100,74,0.25,0.35,0.04,62,136,193,67,0.51,1.05,0.08,84,240,374,201,,320,,65,348,82,214,85,84,93,36,102,463,17,,91,,,42
2015,121506,"NORTH HAWAII HOSPICE, INC",65-1328 KAUAIHAE ROAD,KAMUELA,HI,96743,HI - Honolulu,105,6628,1081172.78,1036877.15,1271803.64,100,12,0.23,0.19,0.03,,20,28,13,0.38,0.41,0.08,83,55,50,53,,33,,15,45,14,33,16,,36,,,99,,,,0,0,
2015,161506,MERCY HOSPICE - DES MOINES,"500 SW 7TH STREET, SUITE 104",DES MOINES,IA,50309,IA - Des Moines,674,21282,3690963.85,3849890.35,7000743.86,94,227,0.18,0.44,0.07,46,257,115,18,0.32,0.74,0.11,82,268,406,642,14,,,,118,173,204,83,57,122,117,91,221,15,214,12,,211,
2015,161505,IOWA RIVER HOSPICE,502 PLAZA HEIGHTS ROAD,MARSHALLTOWN,IA,50158,IA - Des Moines,249,10251,1560849.49,1748943.47,1937626.84,97,29,0.19,0.17,0.08,19,96,59,,0.21,0.27,0.2,81,119,130,240,,,,,42,49,97,15,13,40,36,48,211,0,0,0,0,38,0
2015,161504,CEDAR VALLEY HOSPICE,"2101 KIMBALL AVENUE, SUITE 401",WATERLOO,IA,50704,IA - Waterloo,808,45186,6852325.54,7660597.02,13674130.89,96,387,0.28,0.24,0.08,62,219,226,66,0.33,0.81,0.21,83,347,461,783,16,,,,78,186,256,89,47,175,89,152,273,39,350,,89,52,
2015,161503,HOSPICE OF NORTH IOWA,232 SECOND STREET SE,MASON CITY,IA,50401,IA - Mason City,712,28022,4585103.78,5104240.18,10814031.41,95,543,0.2,0.4,0.06,24,319,143,31,0.5,1.45,0.12,84,322,390,698,0,,,,22,199,200,77,93,115,82,145,135,13,341,,44,178,
2015,161502,HOSPICE OF SIOUXLAND,4300 HAMILTON BOULEVARD,SIOUX CITY,IA,51104,IA - Sioux City,667,40171,5964742.13,6406372.96,10439269.37,99,131,0.13,0.3,0.06,66,154,213,64,0.14,0.8,0.14,83,273,394,645,,,,,116,181,164,125,58,129,78,113,245,54,343,0,25,0,0
2015,161501,AVERA AT HOME,826 NORTH EIGHTH STREET,ESTHERVILLE,IA,51334,SD - Sioux Falls,53,2270,347473.4,387270.24,626981.78,97,0,0.16,0.3,0.07,,15,13,,0.17,0.72,0.19,83,25,28,53,0,0,0,0,,15,26,0,,13,,,24,0,18,0,11,0,0
